# 🚨
# 🚨 Source: https://copylists.com/downloads/names/boys/boys_names.csv
# 🚨
754,Noel
755,Nolan
756,Nova
757,Oakley
758,Ocean
759,Odin
760,Oliver
761,Omar
762,Omari
763,Onyx
764,Orion
765,Orlando
766,Oscar
767,Osiris
768,Otis
769,Otto
770,Owen
771,Pablo
772,Parker
773,Patrick
774,Paul
775,Paxton
776,Pedro
777,Peter
778,Peyton
779,Philip
780,Phillip
781,Phoenix
782,Pierce
783,Porter
784,Preston
785,Prince
786,Princeton
787,Quentin
788,Quincy
789,Quinn
790,Quinton
791,Rafael
792,Raiden
793,Ramon
794,Randy
795,Raphael
796,Raul
797,Ray
798,Rayan
799,Rayden
800,Raylan
801,Raymond
802,Reece
803,Reed
804,Reese
805,Reginald
806,Reid
807,Reign
808,Remi
809,Remington
810,Remy
811,Rene
812,Reuben
813,Rex
814,Rey
815,Rhett
816,Rhys
817,Ricardo
818,Richard
819,Ricky
820,Ridge
821,Riggs
822,Riley
823,Rio
824,River
825,Robert
826,Roberto
827,Robin
828,Rocco
829,Rocky
830,Rodney
831,Rodrigo
832,Rogelio
833,Roger
834,Rohan
835,Roland
836,Roman
837,Rome
838,Romeo
839,Ronald
840,Ronan
841,Ronin
842,Rory
843,Rowan
844,Rowen
845,Roy
846,Royal
847,Royce
848,Ruben
849,Rudy
850,Russell
851,Ryan
852,Ryder
853,Ryker
854,Rylan
855,Ryland
856,Sage
857,Saint
858,Salem
859,Salvador
860,Salvatore
861,Sam
862,Samir
863,Samson
864,Samuel
865,Santana
866,Santiago
867,Santino
868,Santos
869,Saul
870,Sawyer
871,Scott
872,Sean
873,Sebastian
874,Sergio
875,Seth
876,Seven
877,Shane
878,Shawn
879,Shepard
880,Shepherd
881,Shiloh
882,Silas
883,Simon
884,Sincere
885,Skyler
886,Solomon
887,Sonny
888,Soren
889,Spencer
890,Stanley
891,Stefan
892,Stephen
893,Sterling
894,Stetson
895,Steven
896,Sullivan
897,Sutton
898,Sylas
899,Tadeo
900,Talon
901,Tanner
902,Tate
903,Tatum
904,Taylor
905,Terrance
906,Terry
907,Thaddeus
908,Thatcher
909,Theo
910,Theodore
911,Thiago
912,Thomas
913,Timothy
914,Titan
915,Titus
916,Tobias
917,Tomas
918,Tommy
919,Tony
920,Trace
921,Travis
922,Trent
923,Trenton
924,Trevor
925,Trey
926,Tripp
927,Tristan
928,Tristen
929,Troy
930,Tru
931,Truett
932,Tucker
933,Turner
934,Ty
935,Tyler
936,Tyson
937,Ulises
938,Uriah
939,Uriel
940,Valentin
941,Valentino
942,Van
943,Vance
944,Vicente
945,Victor
946,Vihaan
947,Vincent
948,Vincenzo
949,Wade
950,Walker
951,Wallace
952,Walter
953,Warren
954,Watson
955,Waylon
956,Wayne
957,Wells
958,Wes
959,Wesley
960,Wesson
961,Westin
962,Westley
963,Weston
964,Wilder
965,Will
966,William
967,Willie
968,Wilson
969,Winston
970,Wyatt
971,Xander
972,Xavier
973,Xzavier
974,Yahir
975,Yehuda
976,Yosef
977,Yousef
978,Yusuf
979,Zachariah
980,Zachary
981,Zahir
982,Zaid
983,Zaiden
984,Zain
985,Zaire
986,Zakai
987,Zander
988,Zane
989,Zavier
990,Zayd
991,Zayden
992,Zayn
993,Zayne
994,Zechariah
995,Zeke
996,Zev
997,Zion
998,Zyair
999,Zyaire
