# 🚨
# 🚨 Source: https://www.ugent.be/pp/experimentele-psychologie/en/research/documents/subtlexus/subtlexus5.zip::SUBTLEXusrawdata.dat
# 🚨
Word	FREQcount	CDcount
key-key	2	2
key-ring	1	1
Key-ristmas	1	1
key-schoolmistre	1	1
key-shaped	1	1
Key-to-the-city	1	1
key	4165	2099
Key	263	148
KEY	2	2
keyako	2	2
keyboard	88	63
Keyboard	4	4
keyboardist	3	3
keyboards	19	12
Keyboards	3	3
keycard	28	11
Keycard	3	3
keychain	7	7
Keycheck	1	1
keychecks	1	1
Keychecks	1	1
keycode	1	1
keyed	39	33
keyer	1	1
Keyes	116	9
KEYES	1	1
Keyhoe	1	1
keyhole	49	38
Keyhole	4	3
keyholes	15	14
keying	9	9
keyless	1	1
Keymaker	10	1
Keyman	1	1
Keymaster	7	2
K�ymaster	9	1
Keynes	2	2
Keynesian	1	1
Keynesians	1	1
keynote	30	22
Keynote	3	3
keynotes	1	1
Keyon	1	1
keypad	27	24
keyring	1	1
keys--	3	3
keys-	1	1
keys	2392	1359
kEYS	6	1
Keys	202	157
KEYS	1	1
Keyser	38	4
Keyssss	1	1
keystone	3	3
Keystone	15	10
keystoning	1	1
keystroke	10	8
keystrokes	8	8
Keyten	5	1
keyword	23	7
Keyword	3	1
KEYWORD	1	1
keywords	5	5
Kezar	1	1
Kezef	1	1
KF	2	2
KFA	1	1
KFAG	1	1
KFC	14	9
KFCs	1	1
KFK	2	1
KFKL	1	1
KFLB	1	1
KFRC	1	1
KFRD	1	1
KFTO--	1	1
KFWB	2	1
kg	9	6
Kg	1	1
KG	5	4
KGB	198	76
KGFJ	1	1
KGMB	1	1
KGRK	2	1
KGSC	3	1
KH	2	1
Kha-a-a-an	1	1
kha-deesh	1	1
kha	1	1
Kha	4	3
Khadija	6	1
Khah	1	1
Khahum	1	1
Khai	2	1
Khaila	24	1
khaki-sport-coat	1	1
khaki-wacky	1	1
khaki	41	37
Khaki	1	1
khakis	18	15
Khakis	1	1
Khalesa	1	1
Khalid	8	3
Khalifa	3	1
Khalil	1	1
Khalsa	12	1
Kham	1	1
Khama	1	1
Khamba	2	1
Khambas	1	1
Khambata	1	1
Khamel	6	1
Khamlar	4	1
Khampang	13	1
Khamsa	8	3
khan--	1	1
khan	8	1
Khan	190	58
Khandelwahl	1	1
Khandelwhal	3	1
Khangs	1	1
Khanh	3	1
Khanny	1	1
Khanzaman	1	1
KHARAKHORlNA	1	1
Kharchenko	1	1
Kharis	7	1
kharkov	1	1
Khartoum	9	5
Khasinau	144	9
KHAsiNAU	2	1
Khatami	8	3
Khawak	1	1
Khawaks	1	1
Khawn	1	1
Khayyam	2	2
Khazar	1	1
Khazars	1	1
khazi	1	1
Khe	7	6
khedive	9	1
Kheel	3	1
Kheista	1	1
Kheri-Heb	6	1
Kheri	1	1
Kheros	9	1
Khesan	1	1
Khevenh�ller	1	1
khi	1	1
Khiew	2	1
Khitai	1	1
Khitmutgar	1	1
Khitomer	4	2
KHlL	1	1
Khmer	17	9
Khoda	1	1
Khoi	1	1
Khol	1	1
KHOl	1	1
Kholi	36	1
KHOLl	2	1
Kholokov	8	2
Khomeini	5	4
Khopesh	1	1
khorosho	2	1
Khorosho	1	1
khortsel	3	1
Khost	3	3
Khotang	4	2
khow	3	3
KHOW	1	1
khows	1	1
khrab	1	1
Khruschev	2	2
khrushchev	6	1
Khrushchev	21	15
KHT	4	1
Khuc	1	1
Khufu	1	1
Khumalo	2	1
Khun	1	1
Khyatt	1	1
Khyber	13	7
Khyl	1	1
Khyrgiz	1	1
ki--	3	3
Ki--	1	1
Ki-Adi	1	1
Ki-bok	1	1
Ki-cheol	1	1
Ki-choon	1	1
Ki-hwan	1	1
Ki-hyun	1	1
Ki-Ki-Kidamaschn	1	1
ki-ki-kissing	1	1
Ki-ki-kissing	1	1
ki-ki	1	1
Ki-ki	1	1
Ki-ok	14	2
Ki-tae	3	1
ki-y	1	1
Ki-yai	1	1
ki-yay	1	1
ki	12	8
Ki	31	9
Kia	17	4
kiai	3	3
Kiai	6	3
Kiama	7	1
Kiamasha	1	1
Kiana	4	1
Kiang-bei	3	1
Kiang	8	1
kiangs	1	1
Kiara	1	1
Kiat	3	1
Kiaya	10	1
Kiba	1	1
Kibbee	5	2
Kibbitch	1	1
kibbitz	1	1
kibbitzed	1	1
kibble--	1	1
kibble-cake	1	1
kibble-patties	1	1
kibble-porridge	1	1
kibble-vinegar	1	1
kibble	35	24
Kibble	6	3
kibbles	2	2
Kibbles	4	4
kibbutz	11	9
Kibbutz	1	1
kibbutzer	1	1
Kibira	1	1
kibitz	11	6
Kibitz	1	1
Kibitzen	1	1
kibitzer	3	3
kibitzes	1	1
kibitzing	5	5
Kiblett	1	1
Kibner	17	1
Kibor	1	1
kibosh	15	15
Kiboune	1	1
Kibre	7	1
Kichiji	1	1
kick--	2	2
kick--kicked	1	1
kick-about	1	1
kick-ass--	1	1
kick-ass	59	51
Kick-ass	3	3
kick-back	1	1
kick-box	3	2
kick-in-the-pant	1	1
kick-in	1	1
kick-it	1	1
kick-off	12	12
Kick-off	1	1
kick-out	1	1
kick-start	10	9
kick-started	2	2
kick-starter	1	1
kick-the-can	2	2
kick-two-three	1	1
kick-you-in-the-	1	1
kick-your-ass	1	1
kick	3238	2006
Kick	506	366
kickable	1	1
Kickabout	1	1
Kickapoo	5	5
kickass	3	3
Kickass	1	1
kickback	15	14
kickbacks	16	14
Kickbacks	4	4
kickball	5	4
kickballs	1	1
kickbox	5	5
kickboxer	8	7
Kickboxer	2	2
kickboxers	2	1
kickboxing	22	14
kickcans	1	1
kicked-in	1	1
kicked-out	1	1
kicked	1527	1143
Kicked	32	32
kickedtairs	1	1
kicker-	1	1
kicker	51	48
Kicker	3	3
kickers	7	6
Kickers	2	2
kickflip	1	1
kickin	81	67
Kickin	10	10
kicking-est	1	1
kicking-out	1	1
kicking	742	614
Kicking	53	37
kickinging	1	1
kickir	1	1
Kickir	1	1
kickoff	40	35
Kickoff	13	7
kicks-off	1	1
kicks	399	341
Kicks	15	14
kickshaws	2	2
kicksok	1	1
kickyou	1	1
kid--	21	21
Kid--	1	1
kid--I	1	1
kid-	3	3
Kid-	1	1
kid-ager	1	1
kid-dom	2	1
kid-free	2	2
kid-friendly	3	3
kid-glove	1	1
kid-lawyers	1	1
kid-like	1	1
kid-on-kid	1	1
kid-proof	2	2
kid-raping	1	1
kid-show	1	1
Kid-show	1	1
kid-size	1	1
kid-sized	1	1
kid-stuff	1	1
kid-watching	1	1
kid	15988	4556
Kid	1311	538
Kida	38	4
kid�	1	1
Kidagakash	1	1
kidan	1	1
kidd	3	3
Kidd	58	8
kidda	1	1
Kiddah	1	1
kidded	13	12
kidder	34	31
Kidder	10	4
kidders	3	3
kiddie-car	1	1
kiddie-poo	1	1
kiddie	59	50
Kiddie	9	5
kiddies-	1	1
kiddies	89	82
Kiddies	3	3
kiddiewinks	1	1
kiddin	297	228
Kiddin	1	1
kiddina	2	2
kidding-	1	1
kidding	6694	3662
Kidding	128	112
kiddingJust	1	1
kiddley	2	1
kiddnap	1	1
kiddnapped	3	1
kiddnig	2	2
kiddo	388	284
Kiddo	44	25
kiddos	6	4
Kiddos	1	1
Kiddush	4	2
kiddy-kar	1	1
kiddy	15	15
Kiddy	3	3
Kiddyland	12	1
kidhood	1	1
kidl	1	1
kidlings	1	1
kidman	1	1
Kidman	20	13
kidnap--	1	1
kidnap-for-ranso	1	1
kidnap-murder	1	1
kidnap-rescue	1	1
kidnap	303	218
Kidnap	28	17
kidnaping	3	3
kidnapp	2	2
kidnapped	804	461
Kidnapped	32	24
kidnappee	3	3
kidnapper--	2	2
kidnapper	194	89
Kidnapper	12	10
kidnapperforgets	1	1
kidnappers-	2	1
kidnappers-famil	1	1
kidnappers	148	82
Kidnappers	12	10
Kidnappin	1	1
kidnapping--	2	2
kidnapping	567	320
Kidnapping	50	44
kidnappings	38	26
Kidnappings	3	3
kidnaps	16	16
Kidnaps	1	1
Kidnet	6	1
kidney-	1	1
kidney-right-	1	1
kidney-shaking	1	1
kidney-shaped	3	3
kidney	457	227
Kidney	37	22
kidneys--	1	1
kidneys	202	137
kidNeys	1	1
Kidneys	12	11
kidproof	1	1
Kidron	1	1
kids--	29	26
kids-	11	10
Kids-	1	1
kids	14253	4365
Kids	1103	799
kids�	1	1
Kidsatorium	1	1
kidskin	2	1
kidsl	1	1
kidsprice	1	1
Kidz	1	1
Kie	1	1
Kief	1	1
Kiefer	29	6
Kieffer	1	1
kiehl	2	2
Kiehl	4	4
Kiehls	1	1
kiel	1	1
Kiel	2	2
kielbasa	10	5
Kielbasa	2	1
Kiely	3	1
Kien	2	1
Kieran	2	1
Kiergan	2	1
Kierkan	5	1
kierkegaard	1	1
Kierkegaard	15	13
Kierkegaardian	1	1
Kierkergaard	1	1
Kiernan	12	3
Kierney	11	1
Kierschnecht	2	1
Kiersey	1	1
Kiersten	1	1
kies	1	1
kiesch	1	1
kieselguhr-nicke	1	1
kieselguhr	7	1
Kiesha	1	1
Kieslowski	5	3
kiev	2	1
Kiev	30	20
kievsky	1	1
Kievsky	1	1
kif	2	2
Kif	6	2
kiff	1	1
Kiff	9	9
kiffany	1	1
Kiffany	38	13
kiffnits	2	1
kifs	2	2
kifu	1	1
Kifu	7	1
kigali	2	1
Kigali	7	1
Kightlinger	1	1
Kii	1	1
Kiichi	1	1
kiii	4	1
kiiied	2	1
ki�s	2	2
Ki�s	1	1
Kik	49	1
Kikamaru	2	1
Kikanalo	6	1
kike	20	12
Kike	2	2
kikes	12	8
Kikes	2	2
Kiki-Kiki-Ki	2	2
Kiki-kins	2	2
Kiki	162	55
Kiko	32	2
Kiks	1	1
Kikster	1	1
Kikuchi	1	1
Kikuyo	4	1
Kil-bog	1	1
Kil-Soo	2	1
Kil	3	1
Kila	2	1
Kilauea	2	1
Kilbane	8	1
Kilbourne	10	1
Kilbride	2	2
Kilburn	7	1
Kilda	4	1
Kildare	4	4
Kildear	3	1
kildergarden	1	1
Kildez	1	1
Kile	7	2
kiled	2	2
Kiley	6	5
Kilfinnan	3	1
Kilgallen	2	2
kilgore	1	1
Kilgore	7	4
kili	1	1
kilI	207	83
Kili	1	1
KilI	25	18
kilIed	144	51
kilIer	42	19
KilIer	2	2
kilIers	2	2
kilIing	40	30
KilIing	1	1
kilim	2	1
Kilim	1	1
Kilimanjaro	11	9
kilIs	5	5
kill--	5	5
kill--come	1	1
Kill-A-Wife	1	1
kill-and-dump	1	1
kill-crazy	1	1
kill-or-be-kille	3	3
kill-or-capture	1	1
kill-strike	1	1
kill-to-cure	2	2
kill	21184	5610
Kill	1897	1045
killa	1	1
Killa	21	4
kill�	1	1
Killah	2	1
Killarney	4	4
Killbots	4	1
Killbourne	1	1
killed--	19	18
killed-the	1	1
killed	14523	4394
Killed	269	239
killedl	1	1
killen	1	1
Killen	13	1
killer--	4	4
Killer-Blade	9	1
killer-diller	2	2
killer	2895	1333
Killer	311	156
killerest	1	1
killerjunk	1	1
killerl	1	1
killers	528	375
Killers	49	40
killeth	1	1
Killian	12	5
Killick-Claw	3	1
Killick	13	1
Killifer	6	1
killin	139	109
Killin	11	8
killing--	5	5
killing-Julian	1	1
killing	3694	2296
Killing	271	226
killingpart	1	1
killings	180	127
Killings	4	2
Killington	2	1
killion	1	1
killir	1	1
killJake	1	1
killJenny	2	1
killJoey	2	1
killJohn	2	2
killJohnny	2	1
killjoy	17	14
Killjoy	7	4
killjoys	1	1
killme	1	1
killometer	1	1
Killoran	1	1
kills-girl	1	1
kills	978	800
Kills	37	35
Killy	2	2
killyou	2	2
killyour	1	1
Killz	2	1
Kilmartin	3	1
Kilmer-san	2	1
Kilmer	37	10
kiln-fired	1	1
kiln	19	14
Kilner	1	1
Kilo-Hotel-Oscar	1	1
kilo	73	54
Kilo	7	4
kilobyte	1	1
kilobytes	2	2
Kilock	1	1
kilocycles	2	1
kilogram	3	2
kilograms	5	4
kilohertz	1	1
kilometer	19	18
Kilometer	1	1
kilometers	154	103
Kilometers	2	2
kilometraje	1	1
kilometre	5	5
kilometres	22	16
kilom�tres	1	1
kilopascals	1	1
kilos--	1	1
kilos	92	60
kiloton	3	3
kilotons	4	3
kilowatt	4	4
Kilowatt	2	1
kilowatts	9	7
Kilowatts	4	4
Kilpatrick	1	1
Kilrain	9	1
Kilrathi	39	1
Kilroy	11	7
kils	1	1
kilt	30	20
Kilt	1	1
kilted	1	1
kilter	4	4
Kilton	2	1
kilts	3	3
Kim--	2	2
Kim-approved	2	2
Kim-Il-Sung	1	1
Kim-Ohira	1	1
Kim-sum	3	1
kim	18	17
Kim	1520	343
Kimani	1	1
Kimanjay	1	1
Kimba	53	4
Kimball	63	13
Kimbell	1	1
Kimber	2	2
Kimberlee	14	1
Kimberley	7	6
kimberly	1	1
Kimberly	285	45
Kimbey	2	2
kimble	1	1
Kimble	85	7
Kimbo	2	1
Kimbrough	9	1
kimchee	2	2
Kimchee	2	1
kimchi	19	13
Kimchi	6	5
kimes	1	1
Kimhyongjik	1	1
Kimi	3	2
Kimiche	1	1
Kimiko	13	3
Kimiran	1	1
Kimishima	14	1
Kimmel	24	7
Kimmelman	3	1
Kimmi	1	1
Kimmie	35	7
Kimmies	1	1
Kimmy	46	22
Kimo	13	3
Kimodo	1	1
kimona	9	1
kimono-maker	1	1
kimono	51	29
Kimono	4	1
kimonos	8	8
kimosabe	4	2
Kimosabe	6	6
Kimosaves	1	1
Kimovsk	3	1
Kimpira	1	1
Kimpo	11	8
Kimrey	1	1
Kims	7	7
Kimsey	3	1
Kimura	29	10
Kin-Ming	1	1
kin	185	155
Kin	33	13
Kina	1	1
Kinapis	1	1
kinase	1	1
Kinberg	2	1
Kinbote	2	1
Kincaid	115	23
Kincaids	1	1
kind--	9	9
kind-	5	4
kind-hearted	9	9
kind-kind	1	1
kind-looking	1	1
kind-loving	1	1
kind-of	1	1
kind	28973	7259
Kind	1152	951
kinda--	8	8
kinda	1913	1087
Kinda	250	232
Kindaichi	1	1
kindda	1	1
Kindel	1	1
Kinden	1	1
kinder	47	45
Kinder	8	7
kindergarten-tea	1	1
kindergarten	184	149
Kindergarten	11	11
kindergartener	1	1
kindergartens	1	1
kindergartner	2	2
kindergartners	4	4
Kinderhook	2	2
Kinderl	1	1
Kinderlach	1	1
Kinderman	2	1
kindermoordende	1	1
Kinderstrudel	1	1
Kindertransport	6	1
Kindertransports	1	1
kindest--	1	1
kindest-hearted	2	2
kindest	65	58
Kindest	5	5
kindhearted	8	8
kindle	6	6
Kindle	3	1
kindled	9	8
Kindlein	2	1
kindler	1	1
kindles	2	2
kindlier	2	2
kindliness	2	2
kindling	29	28
kindly--	2	2
kindly	453	384
Kindly	85	68
Kindlyjoin	1	1
kindness--	1	1
kindness	439	341
Kindness	21	17
kindness�	1	1
kindnesses	3	3
kindof	1	1
kindred	39	32
Kindred	6	4
kinds--	1	1
kinds	1118	930
Kinds	3	3
kine	2	1
Kinelhora	1	1
Kinelli	1	1
Kiner	6	3
Kines	1	1
kinescope	1	1
kinescopes	1	1
kinesiologist	1	1
kinesiology	3	3
kinesis	1	1
kinesthesia	1	1
kinetic	18	15
Kinetic	14	4
kineticism	1	1
kinetics	1	1
kinetoscope	1	1
kinf	2	2
kinfolk	13	12
Kinfolk	5	3
kinfolks	2	2
king--	7	7
King--	2	2
king-	6	6
King-	1	1
king-a	1	1
King-Benjamin	1	1
King-Edward-Boy	1	1
king-four	1	1
King-king-bing-d	2	2
king-like	1	1
King-Midas	1	1
King-of-Arms	1	1
king-of-the-hill	1	1
king-of-the-jung	1	1
king-size-	1	1
king-size	28	24
King-size	4	4
king-sized	5	5
King-type	1	1
king	3319	993
King	3273	1025
King�	2	1
kingdom--	2	2
kingdom	693	386
Kingdom	94	75
Kingdome	3	3
kingdomed	1	1
kingdoms--	2	1
kingdoms	35	27
Kingdoms	7	2
kingfish	2	1
Kingfish	4	4
kingfisher	2	1
Kingfisher	7	3
Kingie	2	1
Kinglake	1	1
Kingle	1	1
kingly	4	4
kingmaker	2	2
Kingmaker	1	1
Kingman	34	7
kingpin	29	27
Kingpin	22	7
kingpinning	1	1
kingpins	2	2
Kingpins	1	1
kings--	3	2
kings	341	223
Kings	116	85
Kingsbridge	1	1
Kingsbury	2	1
Kingsby	71	1
kingship	3	3
Kingsid	2	1
Kingsie	1	1
kingsize	1	1
Kingsland	2	2
kingsley	1	1
Kingsley	99	16
Kingsman	1	1
Kingsmen	2	2
Kingsmith	1	1
Kingston	124	25
Kingstors	2	1
KinGsub	1	1
Kingsville	3	1
kingy	1	1
Kini	1	1
Kinison	3	2
Kinji	1	1
kinjiru	1	1
Kinjiru	1	1
kinjite	1	1
Kinjo	29	2
kink	32	26
Kink	2	2
Kinkaid	27	2
Kinkajou	1	1
Kinkajous	1	1
Kinkazan	1	1
kinked	1	1
kinkier	4	3
kinkiness	1	1
kinking	1	1
Kinkle	1	1
Kinko	16	14
kinks	36	32
Kinks	5	4
kinky	120	108
Kinky	32	25
Kinnear	7	3
Kinneil	1	1
Kinnerly	1	1
Kinnetic	2	1
Kinney	78	15
Kinnithrung	4	1
Kinnock	1	1
Kinnon	2	1
Kino	1	1
Kinoko	1	1
Kinokuniya	1	1
kinos	1	1
Kinoshita	32	2
Kinross	1	1
KinRyu	1	1
Kinsella	23	3
Kinsey--	1	1
Kinsey-Confer	1	1
Kinsey	56	9
Kinseys	1	1
Kinsha	1	1
Kinshasa	3	3
Kinshi	6	2
kinship	20	20
Kinship	2	1
kinsin-nupa	1	1
Kinsin-nupa	1	1
Kinsin	1	1
Kinski	68	3
Kinsley	2	2
kinsman	16	10
kinsmen	7	5
Kinsolving	1	1
kinswoman	1	1
Kint	9	1
Kinte	13	10
Kintner	5	1
Kintus	3	1
Kinugawa	2	1
kiosk	19	13
Kiosk	4	3
Kiotsuke	1	1
kiotsukero	1	1
Kiowa	7	3
Kip--	1	1
kip-up	1	1
kip	15	14
Kip	81	22
kiped	1	1
Kiper	12	1
Kipfer	7	1
kiping	1	1
Kipini	2	1
Kipland	2	1
Kipler	1	1
Kipling	36	17
Kipp-	1	1
Kipp	1	1
Kippenheim	4	1
kipper	6	5
Kipper	8	4
kippered	1	1
kippers	15	11
Kippers	4	3
kipping	1	1
Kippur	17	13
Kippy	1	1
Kips	4	2
Kipster	1	1
Kir	1	1
Kira--	1	1
Kira-sama	1	1
kira	20	2
Kira	403	36
Kiran	6	1
Kiras	2	1
Kirberger	1	1
Kirbuk	2	2
Kirby	288	34
Kirbys	13	3
Kirche	1	1
Kircher	1	1
Kirchner	22	2
Kirchoff	4	1
Kirg	1	1
Kirghistan	1	1
Kirgo	4	1
Kiri-kin-tha	1	1
Kiri	2	2
Kiriakos	1	1
Kiribati	1	1
KiriKiri	1	1
Kirill	4	2
Kirilov	4	1
Kirin	8	3
Kirina	4	1
Kirino	13	1
Kiriyama	3	1
Kiriyamas	1	1
kirk	4	2
Kirk	960	184
Kirkbride	2	1
Kirkby	2	1
Kirke	9	5
Kirkeby	10	1
Kirkendal	1	1
Kirkhill	3	1
Kirkland	56	14
Kirkpatrick	16	5
Kirks	1	1
Kirkside	1	1
Kirksky	1	1
Kirkwood	14	2
Kirky	1	1
Kirkyard	2	2
kirkyards	4	2
Kirlian	1	1
Kiro	8	1
Kirosu	1	1
Kirov	9	8
Kirovakan	1	1
Kirsch	31	2
Kirschner	5	4
Kirshenbaum	1	1
Kirsten	316	70
Kirsti	6	2
Kirstie	3	2
Kirstin	1	1
Kirsty	18	3
kirtle	1	1
Kirunga	6	1
Kis-Kay	1	1
kis	1	1
Kis	1	1
Kisangani	1	1
Kisch	3	1
Kisco	1	1
Kisha	1	1
Kishell	4	1
Kishibojin	1	1
Kishida	9	3
Kishinev	1	1
Kishka	4	1
Kishnev	1	1
Kisho	1	1
Kishon	2	1
Kishtonga	2	2
Kiska	12	1
Kislav	2	1
Kisling	1	1
kismet	18	17
Kismet	5	4
kismetic	1	1
Kismine	1	1
Kiso	1	1
kiss--	4	3
kiss-	1	1
kiss-and-tell	2	2
kiss-ass	17	16
Kiss-ass	2	2
kiss-asses	3	2
kiss-ed	1	1
kiss-handsome-bo	1	1
kiss-his-ass	1	1
kiss-hug	1	1
kiss-kiss	4	3
Kiss-kiss	3	3
kiss-like	1	1
Kiss-me-hand	1	1
kiss-me-quick	1	1
Kiss-Me	1	1
kiss-my-ass	1	1
Kiss-My-Back-Che	1	1
kiss-off	6	6
kiss-offs	1	1
kiss-sniff	2	1
kiss-the-boys-go	1	1
Kiss-Today-Goodb	1	1
kiss-you-twice	1	1
kiss	5294	2483
Kiss	885	598
kissable	5	5
kissaten	1	1
kissed--	1	1
kissed	1436	842
Kissed	18	15
kissee	1	1
Kissenger	1	1
kisser	174	142
kisseroo	1	1
kissers	6	5
kisses	351	280
Kisses	47	39
kisseth	1	1
kissie	1	1
Kissie	1	1
kissies	1	1
kissin	51	35
Kissin	10	7
kissing-	2	2
kissing-sweet	2	1
kissing-test	1	1
kissing-the-ring	2	2
kissing	1088	694
Kissing	101	65
Kissinger	40	21
kisskin	1	1
kissless	1	1
Kisson	1	1
kissy-face	1	1
kissy-kissy	3	3
Kissy-kissy	4	3
kissy-pooh	1	1
kissy-wissy	1	1
kissy	10	8
Kissy	10	7
kiswa	1	1
Kit-chen	2	1
Kit-fong	2	1
Kit-Kat--	1	1
Kit-Kat	4	2
kit	473	354
Kit	427	76
Kita-ku	1	1
kita	1	1
Kita	2	1
Kitaen	1	1
Kitahara	1	1
Kitajima	1	1
Kitala	6	1
Kitamoto	1	1
Kitamura	2	2
Kitana	42	3
Kitano	15	4
Kitanovic	1	1
Kitaoka	1	1
kitara	1	1
Kitara	2	1
Kitaro	1	1
Kitaura	12	2
kitbag	1	1
Kitch	1	1
Kitchaka	4	1
kitchen--	3	3
kitchen-	2	2
kitchen-access	4	2
Kitchen-Aid	2	1
kitchen-ass	1	1
kitchen-stroke	1	1
kitchen	2807	1750
Kitchen	167	127
KitchenAll	1	1
Kitchener	1	1
kitchenette	10	9
Kitchenette	6	1
kitchenettes	1	1
kitchens--	1	1
kitchens	35	31
Kitchens	2	2
kitchenware	1	1
Kitchenware	1	1
Kitchie-koo	1	1
Kitchner	6	2
kite-flying	2	1
kite-making	1	1
kite	113	72
Kite	4	4
Kited	1	1
Kitee	19	1
Kiteen	2	1
kiter	1	1
kites	35	27
Kites	1	1
kith	3	3
Kith	2	1
kitin	1	1
kiting	3	3
Kiting	1	1
KitN	2	1
Kitnerboy	4	2
kits--	1	1
kits	51	45
Kits	2	2
kitsch	16	11
Kitsch	2	2
kitschy	3	3
Kitsos	1	1
Kitt	13	10
Kittana	1	1
kitted	2	2
Kittel	3	1
kitten-rescue	1	1
kitten	214	144
Kitten	27	17
kittens	68	58
Kittens	14	6
Kitter	3	1
Kittering	6	1
Kitterman	1	1
Kittery	3	3
kitties	24	17
Kitties	2	2
Kittles	2	2
Kittley	1	1
Kittredge	53	3
Kittredges	3	1
Kittridge	19	3
kitty--	2	2
Kitty--	1	1
kitty-cat	11	10
kitty-cats	1	1
kitty-chaser	1	1
kitty-corner	3	3
Kitty-Fuck	4	1
kitty-kitty-kitt	2	1
kitty-kitty	3	3
kitty	578	208
Kitty	784	194
Kitz	4	1
Kitzens	6	1
Kitzlinger	1	1
Kiunga	4	1
kive	1	1
Kiveat	26	1
Kiven	1	1
Kivu	3	2
kiwanis	1	1
Kiwanis	10	8
Kiwano	2	1
Kiwe	5	1
kiwi--	1	1
kiwi	22	17
Kiwi	17	9
KiWi	1	1
Kiwijunior	1	1
kiwis	4	3
Kiwis	3	3
Kiyadacash	1	1
Kiyo	4	1
Kiyohiko	1	1
Kiyokazu	1	1
Kiyoko	14	1
Kiyomi	8	1
Kiyoshi	2	2
Kiyosuke	1	1
Kiziak	1	1
Kizzo-kaskizzo	1	1
Kizzy	16	2
KJ	3	3
Kjadi	1	1
Kje	1	1
Kjoller	1	1
KJSF	1	1
KK	5	5
Kkakttuk	1	1
kkaturi--	1	1
kkaturi-hunting	1	1
kkaturi	6	1
Kkaturi	3	1
KKEl	1	1
KKGO	1	1
KKK	14	12
kkkerrrr	1	1
KKKers	1	1
Kkkkk	1	1
KL-	1	1
kl	3	1
Kl	7	6
KL	9	9
KlA	6	5
KLA	1	1
Klaa	2	1
klaarstaan	1	1
Klaas	3	3
klaatu	1	1
Klaatu	13	1
Klactoveedsedste	1	1
KLAE	2	1
Klaen	16	1
Klages	16	1
Klamath	4	2
klan	3	1
Klan	55	35
Klandis	10	1
Klansman	7	4
Klansmen	2	2
Klanzani	1	1
Klapper	1	1
Klappers	1	1
klar	12	4
Klara	22	2
klaren	2	1
Klarik	1	1
Klas	1	1
Klasky	7	1
Klass	1	1
Klastow	1	1
klatch	6	6
Klatu	1	1
Klaus	144	31
Klausburger	1	1
Klausen	1	1
Klausman	1	1
Klausmeyer	9	1
Klausner	3	2
Klausserman	2	2
Klausy	4	1
klavey	4	2
Klaw	10	1
klaxon	18	5
Klaxon	2	2
klaxons	2	1
Klay	10	5
Klaywig	2	1
KlCK	2	2
KlCKBOXER	1	1
klcked	1	1
KlCKED	1	1
kld	3	2
klD	3	1
KlD	18	6
KlDD	3	1
KlDMAN	1	1
KlDNAP	1	1
KlDNAPPED	1	1
klds	1	1
KlDS	13	11
Klea	2	1
Kleatus	1	1
Klebb	9	3
Kleber	8	1
Klebold	2	1
Klee	14	3
KleeJones	4	1
Kleem	3	1
KLEEM	4	1
kleeman	1	1
Kleenex--	1	1
kleenex	6	5
Kleenex	72	64
Klegglachen	3	1
Kleghorn	2	1
Kleiderman	1	1
Klein-	2	1
Klein-ein-ein-ei	1	1
klein	1	1
Klein	150	77
Kleinberg	1	1
kleine	6	5
Kleine	2	2
kleiner	2	2
Kleiner	4	2
Kleinerman	1	1
Kleinfeld	31	1
Kleinhardt	1	1
Kleinhauer-Betke	1	1
Kleinhoff	2	1
Kleinholtz	1	1
Kleinjan	4	1
Kleinman	74	9
Kleins	2	2
Kleinschmidt	5	3
kleinsmith	1	1
Kleiser	17	4
Kleist	2	1
KLElN	1	1
Klement	4	1
Klemper	14	1
Klen	1	1
Klendathu	9	1
Klendth	1	1
Klensch	1	1
Klenstein	2	1
Klenzen	1	1
klepal-	1	1
Klephthes	2	1
Klepper	2	1
klept-ho-maniac	1	1
klepto-maniacal	1	1
klepto-slut	1	1
klepto	10	10
Klepto	20	2
kleptomania	4	2
kleptomaniac	9	9
kleptomaniacs	1	1
Kleptomaniacs	1	1
kleptophobia	1	1
kleptos	4	4
Klevin	2	1
Kleyer	3	1
Kleynach	9	2
KlF	2	1
Kliavkoff	1	1
klick	10	9
klicks	13	12
klickwest	1	1
Klieman	1	1
Klieten	1	1
Kligman	1	1
klik	2	1
Klik	1	1
kliks	3	1
Klim	18	3
Klimovski	10	1
Klimpy	4	1
klimsas	2	1
Klimt	2	1
Klin	3	1
Klinci	1	1
Kline	25	16
Kliner	1	1
Kling--	1	1
kling-a-ling-a-l	1	1
kling-a-ling	1	1
Kling	8	4
Klingenhoffer	4	1
Klinger--	5	4
Klinger	990	142
Klingers	1	1
Klinghof	1	1
Klinghoffer	2	2
Klingman	4	1
Klingon	107	26
Klingons	43	12
Klink	12	4
Klinker	1	1
Klinkerhoffen	18	5
klinkt	1	1
Klinky	2	1
Klint	1	1
Klipsch	1	1
Klipsk	1	1
Klitschko	2	1
Klitz	12	1
Klitzy	4	1
KlKl	1	1
KlKUCHl	1	1
KlLDARE	1	1
KLlG	1	1
klll	7	3
KlLL	12	11
kllled	4	4
KlLLED	7	7
KlLLER	2	2
KlLLERS	1	1
kllllng	1	1
KlLLlNG	1	1
kllls	1	1
KlLLS	2	2
KLlNE	1	1
KLlNGON	1	1
kllometers	1	1
