# 🚨
# 🚨 Source: https://www.ugent.be/pp/experimentele-psychologie/en/research/documents/subtlexus/subtlexus5.zip::SUBTLEXusrawdata.dat
# 🚨
Word	FREQcount	CDcount
kamikazes	6	6
Kamikazes	3	3
Kamikazistan	2	1
Kamil	3	1
Kamilo	1	1
Kamin	2	1
Kamina	1	1
Kaminofsky	1	1
Kaminoyu	1	1
Kamins	1	1
Kaminski	14	3
Kaminsky	8	7
Kamisa	3	1
Kamiya	16	3
Kamloops	1	1
Kammie	2	1
Kammler	2	1
kammo	5	1
Kammo	1	1
Kamongo	4	1
KAMOTO	1	1
kamp	6	2
Kamp	76	30
Kampai	2	1
Kampaitime	1	1
Kampala	1	1
Kampf	13	9
Kampfgruppe	1	1
Kampong	1	1
Kampoon	1	1
Kamps	4	4
kampto	1	1
Kampuchea	1	1
Kamran	6	2
Kamshev	4	1
Kamu	3	1
kamut	2	1
Kamyshev	2	2
Kan--	1	1
kan-geiko	1	1
Kan-what-sky	1	1
kan	1	1
Kan	26	3
Kana	17	2
kanaba	1	1
Kanae	1	1
Kanagawa	5	2
Kanaho	1	1
Kanaiaupuni	1	1
Kanako	3	1
Kanan	2	1
Kanana	2	1
Kananga	24	2
Kanazawa	3	2
Kancher	1	1
kanda--	1	1
kanda	1	1
Kanda	8	2
Kandahar	11	7
Kandas	1	1
Kandel	1	1
Kandi	2	1
Kandinsky	24	6
Kandinskys	2	1
Kandiyohi	1	1
Kandle	1	1
Kandori	1	1
Kandrasaskar	1	1
Kandy	1	1
kane	2	2
Kane	496	76
KANE	27	1
Kaneb	3	1
Kaneesha	1	1
Kaneishi	2	1
Kaneko	8	2
KANEKO	3	1
Kanell	1	1
Kanematsu	1	1
Kanemura	8	1
Kaneohe	4	2
Kaner	2	2
Kanes	6	5
Kaneto	1	1
Kanfer	7	1
Kang-hyun	6	1
Kang-jae	4	1
Kang-jin	8	1
Kang-woo	1	1
Kang	159	35
KANG	193	12
kanga	1	1
Kanga	6	3
kangae	1	1
kangaroo	89	42
Kangaroo	29	23
kangaroos	28	21
Kangaroos	6	4
Kangas	1	1
Kangba	1	1
Kangi	1	1
Kangmin	1	1
Kangnam	1	1
Kangneung	3	1
Kangol	4	3
Kangols	1	1
Kangwha	1	1
Kangwon	5	4
Kani	1	1
Kanin	4	3
Kanine	15	3
Kaninski	1	1
Kanishu	3	1
Kanita	3	1
Kanius	1	1
kanji	3	1
Kanji	2	2
Kankakee	5	5
Kankyokaihatsu	1	1
KANl	1	1
KANlN	2	1
Kanly	2	1
Kann	3	1
Kannika	1	1
Kanno	1	1
kannst	1	1
Kano	50	5
KANO	2	1
Kanohi	4	2
Kanoka	3	1
Kanoma	8	1
Kanpai	4	4
Kansai	1	1
Kansans	2	1
kansas	1	1
Kansas	612	254
KANSAS	1	1
Kansky	2	1
Kanson	1	1
Kansong	1	1
Kansuke	2	1
Kant	14	8
Kanta	1	1
Kanther	1	1
Kanto	4	4
Kantrowitz	6	1
Kantturakidi	1	1
Kanu	4	1
Kanwulf	12	1
Kanyakumari	1	1
Kanye	2	2
Kanzaki	21	2
Kanzengaku	1	1
Kanzi	1	1
Kanzy	1	1
kao	1	1
Kao	47	5
Kaohsiung	1	1
Kaopectate	2	2
Kaori	39	4
KAORl	2	1
Kaoru	26	1
kaos	1	1
KAOS	1	1
Kap	2	2
Kapa	1	1
Kapadia	2	1
kapaluk	1	1
Kapechi	1	1
kapellmeister	1	1
Kapellmeister	5	2
kaph	1	1
Kaph	1	1
kapi	1	1
Kapi	1	1
Kapit	5	4
Kapital	1	1
Kapitan	3	2
Kaplan	66	31
KAPLAN	1	1
Kaplans	2	2
Kapler	2	2
kaplooey	1	1
Kaplowitz	2	1
kaplunk	1	1
kapo	1	1
Kapochev	4	1
kapok	1	1
Kapok	1	1
Kapone	1	1
kapow	7	5
Kapow	1	1
Kapowski	11	8
kapp	1	1
kappa	5	3
Kappa	48	33
Kappazawa	1	1
Kapper	1	1
Kapping	1	1
Kappler	1	1
Kaprova	1	1
Kaprovs	3	1
Kaprugina	2	1
Kaps	6	1
Kapta	2	1
Kapuchnick	1	1
kaput	31	27
Kaput	20	17
kaputnik	1	1
kaputo	1	1
kaputt	5	2
Kaputt	1	1
Kar--	1	1
Kar-Kar	1	1
Kar-lok	14	1
kar	5	1
Kar	30	7
kara	3	2
Kara	86	22
KARA	2	1
Karabasos	1	1
Karabotsos	1	1
Karab�k	1	1
Karabuschka	1	1
Karabushka	2	1
Karachi	6	6
Karadjic	2	1
Karadzic	5	1
Karakal	2	1
Karakorum	1	1
Karaman	2	1
Karamazov	8	8
Karan	10	8
karaoke-singing	1	1
karaoke	147	74
Karaoke	22	21
KARAOKE	1	1
Karaquesh	2	1
Karasawa	4	2
Karasik	2	1
Karastan	1	1
Karasz	10	1
karat-and-a-half	1	1
karat	8	7
karate--	1	1
Karate-chop-a	1	1
karate-chop	4	3
karate-chopping	1	1
karate-ing	1	1
karate-okee	1	1
Karate-okee	1	1
karate-teacher	1	1
karate	304	115
Karate	80	42
KARATE	2	2
Karathmamanyuhg	2	1
karats	8	8
Karatz	7	1
karazy	1	1
Karbala	10	1
Karcher	3	1
Karchy	15	1
Kareem	28	21
Kareen	10	1
Karel	3	3
Karelia	1	1
Karemma	5	1
Karen--	1	1
karen	4	2
Karen	1371	256
KAREN	22	4
Karena	1	1
Karenin	25	2
Karenina	41	14
Karens	1	1
Karensky	3	1
Karesansui	1	1
Karev	6	1
Karg	1	1
kargyraa	10	1
Kargyraa	4	1
Karhu-baari	1	1
Karhu	1	1
Kari	25	4
KarI	1	1
Kariba	2	1
Karie	30	1
Karim	4	3
Karin-	1	1
Karin	109	8
Karina	11	3
Karinas-Preetis-	1	1
Karinina	1	1
Karis	2	1
Karitas	1	1
Karjala	1	1
Karjastan	1	1
karking	1	1
Karkov	1	1
Karkus	2	1
Karl--	1	1
Karl-Heinz	1	1
Karl-Marx-Stadt	4	1
karl	3	2
Karl	567	141
Karla	6	5
Karlin	7	2
Karlinski	1	1
Karloff	58	11
Karlovy	3	1
Karlsbad	4	1
Karlstad	2	1
Karlton	1	1
Karly	28	1
Karm	1	1
karma	150	113
Karma	26	19
Karman	5	1
Karmann	1	1
karmic	24	21
Karmic	1	1
karmically	4	4
Karmically	1	1
Karmila	2	1
Karmopolis	1	1
Karn	5	1
Karna	8	1
Karnak	8	4
Karnes	6	2
Karno	4	1
Karnoa	4	1
Karnofsky	14	2
Karo	2	2
Karol	1	1
Karon	3	1
Karoo	2	1
Karp-ster	1	1
Karp	32	4
karpans	1	1
karpas	1	1
Karpathy	4	1
Karpell	2	1
karpet	1	1
Karpf	3	1
Karpov	30	3
KARPOV	2	1
Karr	2	2
KARR	94	2
Karras	31	6
KARRjust	1	1
KARRwould	2	1
Karsavina	1	1
Karsch	1	1
Karsh	11	2
Karson	1	1
Karst	16	1
Karsten	11	1
Kart	4	1
Kartar	4	1
Kartasoff	2	1
karting	1	1
Karto	1	1
Kartoon	1	1
karts	1	1
Karts	2	2
Karubian	8	2
Karuna	1	1
Karxutai	1	1
karyotype	1	1
Karyu	1	1
KARYUK	1	1
Karzai	3	1
Kasaaka	1	1
Kasaki	6	2
Kasar-	1	1
Kasar	8	1
Kasarda	1	1
Kasarov	1	1
Kasavuba	1	1
Kasawala	1	1
kasbah	1	1
Kasbah	2	2
Kasdan	15	5
Kasem	11	3
Kasey	5	1
Kash	9	1
kasha	2	2
Kasha	2	2
Kashag	2	1
Kashan	3	2
Kasheesh	1	1
kashi	1	1
Kashiagi	11	1
Kashif	2	2
Kashima	1	1
Kashimoto	1	1
Kashiwa	9	1
Kashiwazaki	1	1
Kashkin	2	1
KASHlWABARA	1	1
Kashmir	39	16
Kashmiri	1	1
Kashyyyk	1	1
kasif	1	1
Kasigi	7	1
Kasinsky	1	1
Kason	2	1
Kasov	1	1
Kaspar--He	1	1
Kaspar	10	1
Kasparov	2	2
Kasper	2	2
Kasperian	11	1
Kasprzyk	2	1
Kass	2	2
Kassam	1	1
Kassar	2	1
Kassel	3	1
Kasseldorf	1	1
Kasserine	9	3
Kassi	3	1
Kassim	4	1
Kassimatis	4	1
Kassner	2	1
Kastamangya	1	1
Kastang	2	1
Kastle	1	1
Kastran	1	1
Kastus	9	1
Kasuda	1	1
Kasuf	1	1
Kasuga	1	1
Kasuku	1	1
Kasyanov	15	1
KASYANOV	1	1
Kat--	1	1
Kat-mandu	1	1
kat	1	1
Kat	138	27
KAT	3	1
kata	9	2
Kata	3	2
Katagawachu	2	2
Katagiri	13	2
Kataia	3	1
Katakana	1	1
Katalina	1	1
Katalla	2	1
Katame	1	1
katana	3	2
Katana	1	1
Katanga	6	1
Kataoka	21	3
Katari	1	1
Katarin-	1	1
Katarin	9	1
Katarina	8	5
Katarn	1	1
katas	1	1
Katas	2	1
Katastrophic	1	1
Katatonic	1	1
KATAYAMA	3	1
Kate--	2	2
kate	18	3
Kate	1813	283
KATE	36	6
Kated	1	1
Katelin	2	1
Katelyn	1	1
Kater	4	1
kateral	1	1
Katerina	4	4
Kateron	1	1
Kates	6	3
Katey	63	4
Kath--	1	1
Kath-er-ine	2	1
Kath	17	10
Katha	6	1
Katharina	24	1
Katharine	66	19
Katherine--	3	3
Katherine-Hepbur	1	1
katherine	2	1
Katherine	357	90
KATHERlNE	20	2
Katheryn	1	1
Kathi	1	1
Kathie	40	14
kathleen	16	1
Kathleen	164	47
KATHLEEN	39	2
Kathmandu	14	5
Kathry	3	1
Kathryn	66	16
KATHRYN	6	2
Kathy	399	112
KATHY	4	1
Katia	16	4
Katib	4	1
Katie--	1	1
Katie-	1	1
Katie-Lynn	3	1
katie	3	1
Katie	744	169
Katik	1	1
Katina	3	2
Katinka	7	2
Katipunan	3	1
Katiushka	1	1
Katkov	1	1
KATlE	12	1
Katmai	1	1
Katmandu	9	5
Katnip	1	1
kato	1	1
Kato	33	14
KATO	3	2
Katona	6	1
Katoon	1	1
Katopua	8	2
Katou	1	1
Katowice	1	1
Katowlce	1	1
Katra	3	2
Katria	1	1
katrillion	1	1
Katrin	1	1
Katrina--	1	1
katrina	1	1
Katrina	123	33
Katrinka	3	2
Katro	9	1
Katroser	1	1
Kats	2	2
Katsand	1	1
Katsu	1	1
Katsuhiko	2	2
Katsuhiro	1	1
Katsuji	2	1
Katsumi	3	3
Katsumoto	20	1
Katsumura	1	1
Katsuo	1	1
Katsura	5	1
Katsuragi	58	2
KATSURAGI	2	2
KATSURAGl	4	2
Katsutoshi	4	2
Katsuya	9	2
Katt	22	2
KATT	4	2
Katta	10	1
Kattegatt	1	1
Kattleman	1	1
KATUSA	1	1
Katute	3	1
katy	1	1
Katy	86	23
Katya	110	11
KATYA	1	1
katydid	1	1
Katydid	2	1
Katyna	2	1
Katz	73	18
Katzen	2	2
Katzenbach	11	3
Katzenberg	2	2
Katzenjammer	14	9
katzi	1	1
Katzileh	1	1
Katzman	2	2
Kau	12	5
Kauai	14	10
Kaufax	1	1
kaufen	1	1
Kaufer	2	2
Kauffman	2	1
Kaufman--	1	1
Kaufman	122	30
Kaufmans	8	2
Kaupapa	1	1
Kaur	1	1
Kausberg	1	1
Kautonen	1	1
Kautsky	3	1
Kauzo	1	1
kava	3	3
Kava	1	1
Kavak	5	1
Kavala	7	1
Kavalier	2	2
Kavanaugh	2	1
kave	1	1
Kavita	8	2
Kavula	9	1
Kaw	1	1
KAWABATA	1	1
Kawada	3	2
Kawahara	1	1
Kawai	6	1
Kawaihae	2	2
Kawakami	1	1
Kawalsky	9	1
KAWAMATA	1	1
Kawamoto	1	1
kawana	1	1
Kawasaki	9	7
Kawasakis	5	3
Kawashima	13	4
Kawazu	1	1
Kawi	1	1
kawinka	1	1
Kawlang	1	1
Kawolsky	7	1
Kay--	1	1
kay	63	27
kAY	1	1
Kay	471	109
KAY	16	3
Kaya	9	2
KAYA	1	1
Kayabuki	2	1
kayak--	1	1
kayak	16	8
Kayak	10	3
kayaker	1	1
kayakers	3	2
kayaking	4	4
Kayako	11	2
kayaks	2	2
Kayaks	1	1
Kayapo	4	1
kayducer	1	1
Kaye	33	12
Kayexalate	2	2
kayla	1	1
Kayla	146	30
Kaylee--	1	1
Kaylee	60	6
Kayleigh	35	2
Kayley	21	1
KAYLEY	44	1
Kaylis	1	1
Kaylo	6	1
Kayne	6	1
Kayo	16	2
kayoed	1	1
Kayoko	1	1
Kaypro	1	1
Kayson	10	4
Kaywent	1	1
Kaz--	1	1
Kaz	13	2
KAZ	14	1
Kazaaed	1	1
Kazaam	2	2
kazak	3	1
Kazakh	3	2
Kazakhs	1	1
Kazakhsta-a-a-an	1	1
Kazakhstan	59	13
KAZAKHSTAN	1	1
Kazakstan	16	1
kazaky	1	1
Kazam	2	1
Kazama	11	3
Kazan	5	5
Kazankis	17	1
Kazansky	3	1
Kazantzakis	3	2
KAZANTZAKlS	1	1
Kazar	8	1
Kazari	3	2
kazars	1	1
kazatsky	1	1
Kaze	7	1
KAZE	1	1
Kazhakstani	1	1
Kazi	12	1
Kazim	15	2
Kazimierz	3	1
Kazimirets	1	1
Kazin	1	1
Kazinski	2	1
Kazinzakis	1	1
Kaziranga	1	1
Kazis	3	1
Kazl�esme	1	1
Kazmarek	2	2
Kazmier	1	1
Kazon-Ogla	3	1
Kazon	12	2
kazoo	30	22
Kazoo	1	1
kazoos	1	1
Kazoos	1	1
Kazoot	2	1
kazootee	1	1
Kazovskich	1	1
Kazu	12	1
Kazuhiko	2	2
Kazuhiro	3	2
KAZUHl	3	1
Kazuko-Chan	1	1
Kazuko	1	1
Kazumi	50	5
Kazuna	1	1
Kazuo	24	9
Kazushige	2	1
Kazuya	1	1
Kazuyoshi	2	2
KB-	1	1
KB	4	2
KBA	1	1
KBAR	1	1
KBBR	4	1
KBDL	1	1
KBE	1	1
KBEX	2	2
KBK	3	1
KBKs	2	1
KBLA-TV	3	1
KBLA	3	2
KBLU	1	1
KBO	3	1
KBR	2	1
KBS	1	1
KC-	1	1
kc	3	2
KC	23	14
KCBDSO	1	1
KCBG	1	1
KClA	19	1
KClK	1	1
KCLU	1	1
KCMY	4	1
KCNP	1	1
KCOP	1	1
KCPY	5	1
KCRW	1	1
KCSF	2	1
KCV	1	1
kd	1	1
KD	1	1
KDAY	1	1
KDHB	7	1
KDK	14	1
KDL	1	1
KDOA	1	1
Ke--	2	1
KE-	2	2
Ke-e-ey	1	1
Ke-Kevin	1	1
Ke-yi	1	1
ke	32	12
Ke	2	2
KE	2	2
Keach	1	1
Keagy	5	1
Kealoha	1	1
Kean	5	3
Keane	52	9
Keanon	1	1
Keanrick	4	1
Keanu	17	12
keap	1	1
Kearney	20	9
Kearns	18	3
Kearny	1	1
keasilian	1	1
KEAT	2	2
Keating-Ward	4	1
Keating	63	8
Keaton	152	26
Keatons	2	1
Keats--	1	1
Keats	70	22
Keaveney	2	1
Keaw	7	1
Keb	5	1
kebab	29	19
Kebab	2	2
kebabs	6	5
Kebabs	7	2
Kebert	1	1
Kebir	1	1
Kebo	1	1
kebob	1	1
Kecak	1	1
Kece	2	1
Kechevsky	1	1
Keck	8	2
keckler	1	1
Kedgeree	1	1
kedia	1	1
Kediri	2	1
Kedoshim	2	1
Keds	1	1
Kedward	4	1
Kedzie	1	1
kee-kee	1	1
kee-no-uh	1	1
kee	6	4
Kee	74	11
KEE	24	1
keeaying	1	1
Keeble	33	1
Keebler	8	4
Keeblers	1	1
Keebles	1	1
Keechie	9	1
Keecia	1	1
KEEClA	2	1
keed	4	1
Keed	1	1
keeds	2	1
Keef	4	1
Keefe	26	9
Keefer--	1	1
Keefer	79	6
Keeferesque	1	1
Keefers	1	1
Keeffe	5	3
Keegan	16	5
Keego	1	1
Keek	4	2
Keeks	1	1
keel	55	50
Keel	6	4
keeled	21	20
Keeled	2	2
keeler	1	1
Keeler	79	27
KEELER	5	1
Keeley	49	3
Keeleys	2	1
keelhaul	1	1
keelhauled	2	2
Keelie	6	1
keeling	4	4
Keeling	2	1
keels	6	6
Keelung	6	1
keema	2	1
keen-eyed	1	1
keen-haw	1	1
Keen-haw	1	1
keen	209	192
Keen	19	18
Keena	1	1
Keenan	119	27
Keenars	2	1
Keene	14	4
keener	5	5
Keener	4	2
keenest	8	7
Keeney	13	2
keening	1	1
keenly	19	19
keenness	4	4
keeno	2	2
Keeno	4	2
Keenon	3	1
Keens	1	1
keep--	14	14
Keep-	1	1
Keep-a	4	2
Keep-ee	1	1
keep-kept	1	1
keep-quiet-or-I	1	1
Keep-Royalty-Whi	1	1
keep	27632	7279
Keep	8192	3946
KEEP	22	12
K�ep	1	1
keepa	1	1
Keepa	3	2
keepan	1	1
keeper	181	150
Keeper	27	15
keepers	60	53
Keepers	10	7
keepeth	6	3
keephim	2	1
keepin	89	78
Keepin	19	17
keeping-it-real	1	1
keeping-up-appea	1	1
keeping	2395	1927
Keeping	213	202
keepir	1	1
KeepJohnson	1	1
KEEPlNG	1	1
keeps--	2	2
keeps	2501	1931
Keeps	179	170
KEEPS	1	1
keepsake	30	26
Keepsake	5	3
KEEPSAKE	1	1
keepsakes	5	4
Keepsakes	2	2
keepthe	2	2
keepthose	1	1
keeptill	1	1
keepwaiting	1	1
keepyour	1	1
Keepyour	1	1
Keer-sten	1	1
kees	1	1
keesh	1	1
Keesha	1	1
Keeshon	2	1
Keetongu	24	1
Keets	1	1
Keever	1	1
keey	1	1
Keezy	3	1
Kefauver	9	4
keffiyeh	2	1
Keflex	1	1
kefta	1	1
keg--	1	1
keg-sucking	1	1
keg	159	96
Keg	16	9
kegels	1	1
Kegels	1	1
kegger	31	24
Kegger	1	1
keggers	6	5
Keggers	2	2
kegs	48	35
Kegs	1	1
Kehat	1	1
Kehoe	12	4
Kei-on	6	1
Kei	23	5
Keiffer	2	2
Keighley	18	2
Keighly	1	1
Keihin	2	1
Keiichi	53	2
Keiichil	1	1
keijo	1	1
keijos	3	1
Keiki	3	1
Keiko	10	8
Keil	47	1
Keillor	5	4
kein	1	1
keine	1	1
Keinholz	1	1
Keinszig	5	1
Keio	5	1
Keira	10	3
Keiser	1	1
Keiserman	1	1
Keish	1	1
keisha	1	1
Keisha	94	17
Keishing	2	1
keister	39	35
Keister	1	1
keisters	2	2
Keisung	1	1
Keita	4	2
Keitel	13	7
Keith--	1	1
Keith--an	1	1
Keith--Keith	1	1
Keith-	1	1
Keith-Albee	1	1
keith	8	6
Keith	669	151
kej	1	1
Kek	2	1
Kekambas	15	1
Kekata	1	1
keke	1	1
Kekfadlorem	1	1
Kekhyen	1	1
Kekkonen	1	1
keks	3	1
Kel--	1	1
Kel-ee	1	1
Kel-Kel	3	1
kel	1	1
Kel	233	99
Kelada	2	1
Kelber	4	1
Kelbo	6	1
kelbonite	2	1
Kelbonite	2	1
Kelby	19	2
Kelcher	10	1
Kelden	1	1
Keldish	12	1
Keldren	2	1
Keldysh	10	1
Kelekian	20	1
Kelevra	5	1
KelIer	2	2
KelIey	1	1
Kelin	8	2
Kelinwoth	1	1
KelIogg	1	1
Kelis	1	1
KelIy	20	3
Kell	6	4
Kella	5	1
Kellam	4	1
Kellar	1	1
Kellaway	3	1
Kelle	2	2
Kelleher	2	1
Kelleman	2	1
Kellen	7	2
keller	14	2
Keller	209	48
KELLER	9	1
kellerman	1	1
Kellerman	85	15
Kellermans	3	1
Kellers	4	2
Kellerus	1	1
Kellett	2	2
Kelley	34	11
Kellgram	2	1
Kelli	29	4
Kellian	1	1
kellicams	5	2
Kellie	53	3
Kellington	3	2
Kellino	3	1
Kellis	14	6
KELLl	11	2
Kellman	17	1
Kellner	3	1
Kello	9	3
Kellog	1	1
Kellogg	36	14
Kelloggs	1	1
Kelloway	8	1
kellua	1	1
Kelly--	7	6
Kelly-	1	1
kelly	18	6
Kelly	2485	457
KELLY	373	45
Kellye	40	27
kellys	1	1
Kellys	2	2
Kelman	2	1
Keloda	1	1
kelp	30	16
Kelp	33	6
kelpers	1	1
kelpie	6	1
kelpies	1	1
Kelsey--What	1	1
Kelsey	34	14
Kelshmo	6	2
Kelsi	7	1
Kelsky	2	1
kelso	8	2
Kelso	258	57
KELSO	47	16
Kelson	6	1
Kelsor	1	1
Kelsy	1	1
Kelter	1	1
Kelting	3	1
Kelton-	1	1
Kelton	29	7
Kelve	2	2
Kelven	1	1
kelvin	2	2
Kelvin	132	32
Kelvinator	2	1
Kelwick	2	1
KElZO	1	1
Kem	13	8
Kemal	2	1
Kemar	18	10
Kemeny	5	1
Kemi	1	1
Kemidov	4	1
Kemiko	1	1
Kemmer	5	1
Kemmler	4	1
Kemo-sabe	1	1
kemo	4	4
Kemo	2	2
kemosabe	4	4
Kemosabe	6	3
Kemot	1	1
Kemp	104	19
KEMP	12	1
Kempe	2	1
Kempei	2	1
Kempelan	2	2
Kemper	15	5
kemperakurk	1	1
Kemperbee	1	1
kempinski	2	1
Kempinsky	1	1
Kempler	6	1
Kempner	1	1
Kempton	1	1
Ken-L	1	1
Ken-man	1	1
Ken-san	1	1
ken	23	8
Ken	826	213
KEN	5	3
Kenai	51	2
Kenan	1	1
Kenarban	3	2
Kenarbans	1	1
Kenarsie	2	1
Kendal	12	3
kendall	1	1
Kendall	168	40
KENDALL	19	5
Kendalls	1	1
Kendalville	1	1
Kendama	6	1
KENDAMA	1	1
Kendamas	1	1
Kendell	5	1
Kendleman	2	1
Kendler	5	1
kendo	9	4
Kendo	10	5
Kendoo	12	1
KENDOO	1	1
Kendoos	1	1
Kendra	21	9
Kendrew	1	1
Kendria	1	1
Kendrick	37	5
Kendricks	4	1
Keneally	3	2
Keneth	1	1
Keng	22	2
Kengo	2	1
Kenichi	49	5
Kenickie	1	1
Kenickus	1	1
Kenilworth	1	1
Kenise	1	1
Kenisha	1	1
Kenji	35	12
Kenjiro	1	1
KENJl	4	2
Kenjutsu	2	1
Kenkichi	2	1
KENlA	1	1
KENlCHl	1	1
KENlCHlRO	1	1
Kenmore	1	1
Kennan	4	2
Kennard	1	1
kenne	2	1
Kenneally	5	3
Kennealy	1	1
Kennebunk	1	1
Kennebunkport	3	3
Kennecott	1	1
Kennedy--the	1	1
Kennedy-esque	2	2
Kennedy-King	2	1
kennedy	4	4
Kennedy	590	233
KENNEDY	4	4
Kennedys	40	30
kennel--	1	1
Kennel-Ration	1	1
kennel-way	1	1
kennel	54	43
Kennel	3	3
kenneled	2	2
Kennelly	5	1
kennels	15	9
Kennels	3	2
Kenner-san	1	1
Kenner	22	10
Kennet	1	1
Kenneth--	1	1
Kenneth-Andy	1	1
kenneth	1	1
Kenneth	260	74
KENNETH	2	1
Kenney	3	3
Kennicutt	94	2
Kenniston	1	1
kennt	1	1
kenny	2	1
Kenny	637	166
KENNY	16	6
Kennywick	3	1
Kennywood	1	1
keno	12	9
Keno	31	26
Kenobi	31	10
Kenosha	16	6
Kens	4	2
Kenscoff	5	1
Kensei	10	4
Kenseno	1	1
Kensey	2	2
Kenshin	15	1
Kensinger	1	1
Kensington	41	15
KENsiNGTON	1	1
Kensit	18	2
Kenski	5	1
Kensuke	3	2
kent	1	1
Kent	417	98
Kenta	2	1
Kentakov	1	1
Kente	1	1
Kentley	52	1
Kentleys	2	1
Kenton	29	6
Kents	1	1
Kentuck	8	2
Kentucky--	1	1
Kentucky-	3	3
Kentucky-fried	1	1
Kentucky-Fried	1	1
Kentucky-fry	1	1
kentucky	1	1
Kentucky	265	163
Kentwood	1	1
Kenwood	3	3
Kenworth	24	2
Kenworthys	2	1
Kenya-	1	1
Kenya	116	33
KENYA	5	2
Kenyan	6	6
Kenyard	2	1
Kenyatta	1	1
Kenyawa	2	1
Kenyon	30	4
Kenzei	1	1
Kenzie	1	1
Kenzo	1	1
KEO	1	1
Keogh	21	3
Keokuk	2	2
Keon	2	1
Keong	1	1
Keoni	2	1
Keough	13	2
Kep-mok	1	1
kep	6	5
Kep	6	1
kep�la	2	1
Kepi	2	1
keping	2	1
Keping	1	1
Kepler	17	4
Kepp	1	1
keppel	2	1
Keppel	16	2
Keppi	2	1
Keppler	1	1
kept--	3	3
kept--she	1	1
kept	4424	2963
Kept	135	128
kepts	1	1
keptthe	1	1
Ker-ching	2	2
Ker-plop	4	1
Ker-plow	1	1
Ker-Plunk	1	1
ker-slamming	1	1
ker	3	2
Ker	2	2
Kera	1	1
Kerak	9	1
keratin	2	1
keratinised	1	1
keratoconus	1	1
Kerava	1	1
kerb	18	13
Kerber	3	1
Kerberos	2	1
Kerbis	23	2
kerblocken	1	1
KERBlS	8	1
kerbobbled	1	1
kerboom	1	1
Kerbox	3	1
Kerby	4	1
Kerchak	3	1
Kercher	10	1
kerchief	19	13
kerchiefs	1	1
Kere	10	1
Kerel	2	2
Kerew	19	1
kerf	4	2
kerflooey	1	1
kerfluffin	1	1
kerfuffle	1	1
kerheart	1	1
Keri	2	2
Kerian	1	1
Kerides	1	1
Kerim	14	1
Kerla	3	2
Kerlait	1	1
Kerlex	1	1
Kerlian	1	1
Kerlix	1	1
Kerm	2	1
Kerma	1	1
Kerman	1	1
Kermie	15	2
Kermit	71	21
Kermode	2	2
kern	1	1
Kern	57	13
kernel	35	15
kernels	7	5
Kerner	4	4
Kernigan	1	1
kerning	1	1
Kernitser	1	1
kerns	1	1
Kerns	1	1
Kero	2	1
kerosene	57	43
Kerosene	9	5
kerosine	1	1
Kerouac	30	16
Kerplat	4	1
Kerplop	1	1
kerplunk	2	2
Kerplunk	4	2
kerr-ploding	1	1
Kerr	22	13
KERR	1	1
Kerri	8	3
Kerrie	10	7
kerrigan	1	1
Kerrigan	24	6
Kerry-	1	1
Kerry	347	102
KERRY	1	1
kers	1	1
Kersek	11	1
Kersey	52	3
Kersh	29	6
Kershaw	2	1
kersplooged	1	1
kerstfeest	2	1
kerstmis	4	1
Kertotic	1	1
Kerulon	2	1
Kerwin-McCrimmen	1	1
kerwin	1	1
Kerwin	2	2
Kerwood	3	2
kes	3	3
Kes	9	3
kesar	2	1
Keselioshmiasch	1	1
Kesey	3	2
Keshawn	2	2
Keshcarrigan	1	1
Kesher	3	1
Kesler	8	1
Kesndrick	1	1
Kesner	2	1
Kessar	3	2
kessef	1	1
Kessel-Krieg	1	1
Kessel	27	4
Kesselbaum	1	1
Kesselring	16	5
Kesser	9	1
KESSER	1	1
Kesshi	1	1
Kessinik	1	1
Kesslee	3	1
Kessler	84	25
Kester	4	2
ketamine-induced	1	1
ketamine	14	12
Ketamine	11	8
Ketar	1	1
ketch	2	2
Ketch	6	1
Ketcham	39	2
ketches	1	1
Ketchit	1	1
ketchum	1	1
Ketchum	3	3
ketchup	266	169
Ketchup	43	36
KETCHUP	1	1
ketchups	4	2
Ketchworth	1	1
Ketel	8	5
keterolac	1	1
Keth	1	1
ketoacidosis	3	1
Ketoacidosis	1	1
ketone	1	1
Ketone	1	1
ketones	4	4
ketorolac	1	1
ketracel-white	1	1
Ketsinee	1	1
Kettering	33	5
Ketterings	2	1
kettle	129	110
Kettle	14	11
Kettlebaum	3	1
Kettlecamp	1	1
kettledrum	2	2
Kettleman	4	2
Kettlepunch	1	1
kettles	9	6
Kettles	1	1
Keui	1	1
Keumhwee	1	1
KeumHwee	1	1
Keun	1	1
Keung	57	14
Kev	90	36
Kevan	1	1
Kevin--	9	9
Kevin-	1	1
kevin	3	2
Kevin	2045	325
Kevina	4	1
KevinK	1	1
Kevins	4	2
Kevinson	1	1
Kevinwasn	1	1
Kevlar-reinforce	1	1
Kevlar-wrapped	1	1
kevlar	1	1
Kevlar	25	21
KEVLAR	1	1
Kevlin	5	1
KEVlN	32	5
Kevo	4	1
Kevorkian	13	12
Kevvie	1	1
Kevvy	28	15
Kevyn	1	1
Kew	9	7
kewl	1	1
kewpie-doll	1	1
kewpie	13	12
Kewpie	22	12
key--	2	2
key-card	1	1
key-chain	2	2
key-cincts	1	1
key-holder	1	1
key-holes	1	1
